Data,Distrito,Código Territorial,Total Mandatos,Mandatos Disponíveis,Total Freguesias,Freguesias Apuradas,Votos Brancos,Percentagem Votos Brancos,Votos Nulos,Percentagem Votos Nulos,Percentagem Votantes,Votantes Inscritos,Total de Votos,Região
2019-10-06 18:56:26,Viana do Castelo,LOCAL-160000,6.0,0,208.0,208.0,3228.0,2.51,2141.0,1.67,50.74,253219.0,128488.0,Norte
2019-10-06 18:56:26,Vila Real,LOCAL-170000,5.0,0,197.0,197.0,1919.0,1.74,1960.0,1.78,48.26,228497.0,110273.0,Norte
2019-10-06 18:56:26,Viseu,LOCAL-180000,9.0,0,277.0,277.0,4235.0,2.22,3632.0,1.9,51.28,371931.0,190712.0,Centro
2019-10-06 19:00:02,Açores,LOCAL-400000,5.0,0,156.0,156.0,3047.0,3.25,1583.0,1.69,41.22,227546.0,93803.0,Açores
2019-10-06 19:00:02,Aveiro,LOCAL-010000,16.0,0,147.0,147.0,9163.0,2.49,6130.0,1.67,56.31,653597.0,368071.0,Norte
2019-10-06 19:00:02,Beja,LOCAL-020000,3.0,0,75.0,75.0,1230.0,1.65,1132.0,1.52,57.77,128926.0,74485.0,Alentejo
2019-10-06 19:00:02,Braga,LOCAL-030000,19.0,0,347.0,347.0,10708.0,2.26,6112.0,1.29,60.21,787768.0,474341.0,Norte
2019-10-06 19:00:02,Bragança,LOCAL-040000,3.0,0,226.0,226.0,1189.0,1.71,1408.0,2.02,47.23,147465.0,69644.0,Norte
2019-10-06 19:00:02,Castelo Branco,LOCAL-050000,4.0,0,120.0,120.0,2091.0,2.01,2167.0,2.08,57.46,181378.0,104223.0,Centro
2019-10-06 19:00:02,Coimbra,LOCAL-060000,9.0,0,155.0,155.0,5929.0,2.69,3536.0,1.61,56.33,390947.0,220211.0,Centro
2019-10-06 19:00:02,Évora,LOCAL-070000,3.0,0,69.0,69.0,1421.0,1.68,1079.0,1.28,59.9,141258.0,84617.0,Alentejo
2019-10-06 19:00:02,Faro,LOCAL-080000,9.0,0,67.0,67.0,4286.0,2.25,3079.0,1.62,51.38,370764.0,190484.0,Algarve
2019-10-06 19:00:02,Guarda,LOCAL-090000,4.0,0,242.0,242.0,1689.0,1.98,1987.0,2.32,52.29,163462.0,85469.0,Centro
2019-10-06 19:00:02,Leiria,LOCAL-100000,10.0,0,110.0,110.0,6902.0,2.89,4699.0,1.97,56.26,423801.0,238433.0,Centro
2019-10-06 19:00:02,Lisboa,LOCAL-110000,47.0,0,134.0,134.0,22176.0,1.92,17112.0,1.49,60.6,1900982.0,1152050.0,Lisboa
2019-10-06 19:00:02,Madeira,LOCAL-300000,6.0,0,54.0,54.0,1018.0,0.81,3597.0,2.88,48.9,255821.0,125104.0,Madeira
2019-10-06 19:00:02,Portalegre,LOCAL-120000,2.0,0,69.0,69.0,1130.0,1.92,896.0,1.52,58.31,101189.0,59004.0,Alentejo
2019-10-06 19:00:02,Porto,LOCAL-130000,39.0,0,243.0,243.0,18902.0,1.97,14073.0,1.47,60.3,1591787.0,959919.0,Norte
2019-10-06 19:00:02,Santarém,LOCAL-140000,9.0,0,141.0,141.0,5142.0,2.26,3967.0,1.74,57.87,393314.0,227620.0,Centro
2019-10-06 19:00:02,Setúbal,LOCAL-150000,18.0,0,55.0,55.0,7261.0,1.71,6183.0,1.46,58.33,726049.0,423500.0,Lisboa
2019-10-06 19:00:02,Viana do Castelo,LOCAL-160000,6.0,0,208.0,208.0,3228.0,2.51,2141.0,1.67,50.74,253219.0,128488.0,Norte
2019-10-06 19:00:02,Vila Real,LOCAL-170000,5.0,0,197.0,197.0,1919.0,1.74,1960.0,1.78,48.26,228497.0,110273.0,Norte
2019-10-06 19:00:02,Viseu,LOCAL-180000,9.0,0,277.0,277.0,4235.0,2.22,3632.0,1.9,51.28,371931.0,190712.0,Centro
2019-10-06 19:05:01,Açores,LOCAL-400000,5.0,0,156.0,156.0,3047.0,3.25,1583.0,1.69,41.22,227546.0,93803.0,Açores
2019-10-06 19:05:01,Aveiro,LOCAL-010000,16.0,0,147.0,147.0,9163.0,2.49,6130.0,1.67,56.31,653597.0,368071.0,Norte
2019-10-06 19:05:01,Beja,LOCAL-020000,3.0,0,75.0,75.0,1230.0,1.65,1132.0,1.52,57.77,128926.0,74485.0,Alentejo
2019-10-06 19:05:01,Braga,LOCAL-030000,19.0,0,347.0,347.0,10708.0,2.26,6112.0,1.29,60.21,787768.0,474341.0,Norte
2019-10-06 19:05:01,Bragança,LOCAL-040000,3.0,0,226.0,226.0,1189.0,1.71,1408.0,2.02,47.23,147465.0,69644.0,Norte
2019-10-06 19:05:01,Castelo Branco,LOCAL-050000,4.0,0,120.0,120.0,2091.0,2.01,2167.0,2.08,57.46,181378.0,104223.0,Centro
2019-10-06 19:05:01,Coimbra,LOCAL-060000,9.0,0,155.0,155.0,5929.0,2.69,3536.0,1.61,56.33,390947.0,220211.0,Centro
2019-10-06 19:05:01,Évora,LOCAL-070000,3.0,0,69.0,69.0,1421.0,1.68,1079.0,1.28,59.9,141258.0,84617.0,Alentejo
2019-10-06 19:05:01,Faro,LOCAL-080000,9.0,0,67.0,67.0,4286.0,2.25,3079.0,1.62,51.38,370764.0,190484.0,Algarve
2019-10-06 19:05:01,Guarda,LOCAL-090000,4.0,0,242.0,242.0,1689.0,1.98,1987.0,2.32,52.29,163462.0,85469.0,Centro
2019-10-06 19:05:01,Leiria,LOCAL-100000,10.0,0,110.0,110.0,6902.0,2.89,4699.0,1.97,56.26,423801.0,238433.0,Centro
2019-10-06 19:05:01,Lisboa,LOCAL-110000,47.0,0,134.0,134.0,22176.0,1.92,17112.0,1.49,60.6,1900982.0,1152050.0,Lisboa
2019-10-06 19:05:01,Madeira,LOCAL-300000,6.0,0,54.0,54.0,1018.0,0.81,3597.0,2.88,48.9,255821.0,125104.0,Madeira
2019-10-06 19:05:01,Portalegre,LOCAL-120000,2.0,0,69.0,69.0,1130.0,1.92,896.0,1.52,58.31,101189.0,59004.0,Alentejo
2019-10-06 19:05:01,Porto,LOCAL-130000,39.0,0,243.0,243.0,18902.0,1.97,14073.0,1.47,60.3,1591787.0,959919.0,Norte
2019-10-06 19:05:01,Santarém,LOCAL-140000,9.0,0,141.0,141.0,5142.0,2.26,3967.0,1.74,57.87,393314.0,227620.0,Centro
2019-10-06 19:05:01,Setúbal,LOCAL-150000,18.0,0,55.0,55.0,7261.0,1.71,6183.0,1.46,58.33,726049.0,423500.0,Lisboa
2019-10-06 19:05:01,Viana do Castelo,LOCAL-160000,6.0,0,208.0,208.0,3228.0,2.51,2141.0,1.67,50.74,253219.0,128488.0,Norte
2019-10-06 19:05:01,Vila Real,LOCAL-170000,5.0,0,197.0,197.0,1919.0,1.74,1960.0,1.78,48.26,228497.0,110273.0,Norte
2019-10-06 19:05:01,Viseu,LOCAL-180000,9.0,0,277.0,277.0,4235.0,2.22,3632.0,1.9,51.28,371931.0,190712.0,Centro
2019-10-06 19:10:02,Açores,LOCAL-400000,5.0,0,156.0,156.0,3047.0,3.25,1583.0,1.69,41.22,227546.0,93803.0,Açores
2019-10-06 19:10:02,Aveiro,LOCAL-010000,16.0,0,147.0,147.0,9163.0,2.49,6130.0,1.67,56.31,653597.0,368071.0,Norte
2019-10-06 19:10:02,Beja,LOCAL-020000,3.0,0,75.0,75.0,1230.0,1.65,1132.0,1.52,57.77,128926.0,74485.0,Alentejo
2019-10-06 19:10:02,Braga,LOCAL-030000,19.0,0,347.0,347.0,10708.0,2.26,6112.0,1.29,60.21,787768.0,474341.0,Norte
2019-10-06 19:10:02,Bragança,LOCAL-040000,3.0,0,226.0,226.0,1189.0,1.71,1408.0,2.02,47.23,147465.0,69644.0,Norte
2019-10-06 19:10:02,Castelo Branco,LOCAL-050000,4.0,0,120.0,120.0,2091.0,2.01,2167.0,2.08,57.46,181378.0,104223.0,Centro
2019-10-06 19:10:02,Coimbra,LOCAL-060000,9.0,0,155.0,155.0,5929.0,2.69,3536.0,1.61,56.33,390947.0,220211.0,Centro
2019-10-06 19:10:02,Évora,LOCAL-070000,3.0,0,69.0,69.0,1421.0,1.68,1079.0,1.28,59.9,141258.0,84617.0,Alentejo
2019-10-06 19:10:02,Faro,LOCAL-080000,9.0,0,67.0,67.0,4286.0,2.25,3079.0,1.62,51.38,370764.0,190484.0,Algarve
2019-10-06 19:10:02,Guarda,LOCAL-090000,4.0,0,242.0,242.0,1689.0,1.98,1987.0,2.32,52.29,163462.0,85469.0,Centro
2019-10-06 19:10:02,Leiria,LOCAL-100000,10.0,0,110.0,110.0,6902.0,2.89,4699.0,1.97,56.26,423801.0,238433.0,Centro
2019-10-06 19:10:02,Lisboa,LOCAL-110000,47.0,0,134.0,134.0,22176.0,1.92,17112.0,1.49,60.6,1900982.0,1152050.0,Lisboa
2019-10-06 19:10:02,Madeira,LOCAL-300000,6.0,0,54.0,54.0,1018.0,0.81,3597.0,2.88,48.9,255821.0,125104.0,Madeira
2019-10-06 19:10:02,Portalegre,LOCAL-120000,2.0,0,69.0,69.0,1130.0,1.92,896.0,1.52,58.31,101189.0,59004.0,Alentejo
2019-10-06 19:10:02,Porto,LOCAL-130000,39.0,0,243.0,243.0,18902.0,1.97,14073.0,1.47,60.3,1591787.0,959919.0,Norte
2019-10-06 19:10:02,Santarém,LOCAL-140000,9.0,0,141.0,141.0,5142.0,2.26,3967.0,1.74,57.87,393314.0,227620.0,Centro
2019-10-06 19:10:02,Setúbal,LOCAL-150000,18.0,0,55.0,55.0,7261.0,1.71,6183.0,1.46,58.33,726049.0,423500.0,Lisboa
2019-10-06 19:10:02,Viana do Castelo,LOCAL-160000,6.0,0,208.0,208.0,3228.0,2.51,2141.0,1.67,50.74,253219.0,128488.0,Norte
2019-10-06 19:10:02,Vila Real,LOCAL-170000,5.0,0,197.0,197.0,1919.0,1.74,1960.0,1.78,48.26,228497.0,110273.0,Norte
2019-10-06 19:10:02,Viseu,LOCAL-180000,9.0,0,277.0,277.0,4235.0,2.22,3632.0,1.9,51.28,371931.0,190712.0,Centro
2019-10-06 19:15:02,Açores,LOCAL-400000,5.0,0,156.0,156.0,3047.0,3.25,1583.0,1.69,41.22,227546.0,93803.0,Açores
2019-10-06 19:15:02,Aveiro,LOCAL-010000,16.0,0,147.0,147.0,9163.0,2.49,6130.0,1.67,56.31,653597.0,368071.0,Norte
2019-10-06 19:15:02,Beja,LOCAL-020000,3.0,0,75.0,75.0,1230.0,1.65,1132.0,1.52,57.77,128926.0,74485.0,Alentejo
2019-10-06 19:15:02,Braga,LOCAL-030000,19.0,0,347.0,347.0,10708.0,2.26,6112.0,1.29,60.21,787768.0,474341.0,Norte
2019-10-06 19:15:02,Bragança,LOCAL-040000,3.0,0,226.0,226.0,1189.0,1.71,1408.0,2.02,47.23,147465.0,69644.0,Norte
2019-10-06 19:15:02,Castelo Branco,LOCAL-050000,4.0,0,120.0,120.0,2091.0,2.01,2167.0,2.08,57.46,181378.0,104223.0,Centro
2019-10-06 19:15:02,Coimbra,LOCAL-060000,9.0,0,155.0,155.0,5929.0,2.69,3536.0,1.61,56.33,390947.0,220211.0,Centro
2019-10-06 19:15:02,Évora,LOCAL-070000,3.0,0,69.0,69.0,1421.0,1.68,1079.0,1.28,59.9,141258.0,84617.0,Alentejo
2019-10-06 19:15:02,Faro,LOCAL-080000,9.0,0,67.0,67.0,4286.0,2.25,3079.0,1.62,51.38,370764.0,190484.0,Algarve
2019-10-06 19:15:02,Guarda,LOCAL-090000,4.0,0,242.0,242.0,1689.0,1.98,1987.0,2.32,52.29,163462.0,85469.0,Centro
2019-10-06 19:15:02,Leiria,LOCAL-100000,10.0,0,110.0,110.0,6902.0,2.89,4699.0,1.97,56.26,423801.0,238433.0,Centro
2019-10-06 19:15:02,Lisboa,LOCAL-110000,47.0,0,134.0,134.0,22176.0,1.92,17112.0,1.49,60.6,1900982.0,1152050.0,Lisboa
2019-10-06 19:15:02,Madeira,LOCAL-300000,6.0,0,54.0,54.0,1018.0,0.81,3597.0,2.88,48.9,255821.0,125104.0,Madeira
2019-10-06 19:15:02,Portalegre,LOCAL-120000,2.0,0,69.0,69.0,1130.0,1.92,896.0,1.52,58.31,101189.0,59004.0,Alentejo
2019-10-06 19:15:02,Porto,LOCAL-130000,39.0,0,243.0,243.0,18902.0,1.97,14073.0,1.47,60.3,1591787.0,959919.0,Norte
2019-10-06 19:15:02,Santarém,LOCAL-140000,9.0,0,141.0,141.0,5142.0,2.26,3967.0,1.74,57.87,393314.0,227620.0,Centro
2019-10-06 19:15:02,Setúbal,LOCAL-150000,18.0,0,55.0,55.0,7261.0,1.71,6183.0,1.46,58.33,726049.0,423500.0,Lisboa
2019-10-06 19:15:02,Viana do Castelo,LOCAL-160000,6.0,0,208.0,208.0,3228.0,2.51,2141.0,1.67,50.74,253219.0,128488.0,Norte
2019-10-06 19:15:02,Vila Real,LOCAL-170000,5.0,0,197.0,197.0,1919.0,1.74,1960.0,1.78,48.26,228497.0,110273.0,Norte
2019-10-06 19:15:02,Viseu,LOCAL-180000,9.0,0,277.0,277.0,4235.0,2.22,3632.0,1.9,51.28,371931.0,190712.0,Centro
2019-10-06 19:20:01,Açores,LOCAL-400000,5.0,0,156.0,156.0,3047.0,3.25,1583.0,1.69,41.22,227546.0,93803.0,Açores
2019-10-06 19:20:01,Aveiro,LOCAL-010000,16.0,0,147.0,147.0,9163.0,2.49,6130.0,1.67,56.31,653597.0,368071.0,Norte
2019-10-06 19:20:01,Beja,LOCAL-020000,3.0,0,75.0,75.0,1230.0,1.65,1132.0,1.52,57.77,128926.0,74485.0,Alentejo
2019-10-06 19:20:01,Braga,LOCAL-030000,19.0,0,347.0,347.0,10708.0,2.26,6112.0,1.29,60.21,787768.0,474341.0,Norte
2019-10-06 19:20:01,Bragança,LOCAL-040000,3.0,0,226.0,226.0,1189.0,1.71,1408.0,2.02,47.23,147465.0,69644.0,Norte
2019-10-06 19:20:01,Castelo Branco,LOCAL-050000,4.0,0,120.0,120.0,2091.0,2.01,2167.0,2.08,57.46,181378.0,104223.0,Centro
2019-10-06 19:20:01,Coimbra,LOCAL-060000,9.0,0,155.0,155.0,5929.0,2.69,3536.0,1.61,56.33,390947.0,220211.0,Centro
2019-10-06 19:20:01,Évora,LOCAL-070000,3.0,0,69.0,69.0,1421.0,1.68,1079.0,1.28,59.9,141258.0,84617.0,Alentejo
2019-10-06 19:20:01,Faro,LOCAL-080000,9.0,0,67.0,67.0,4286.0,2.25,3079.0,1.62,51.38,370764.0,190484.0,Algarve
2019-10-06 19:20:01,Guarda,LOCAL-090000,4.0,0,242.0,242.0,1689.0,1.98,1987.0,2.32,52.29,163462.0,85469.0,Centro
2019-10-06 19:20:01,Leiria,LOCAL-100000,10.0,0,110.0,110.0,6902.0,2.89,4699.0,1.97,56.26,423801.0,238433.0,Centro
2019-10-06 19:20:01,Lisboa,LOCAL-110000,47.0,0,134.0,134.0,22176.0,1.92,17112.0,1.49,60.6,1900982.0,1152050.0,Lisboa
2019-10-06 19:20:01,Madeira,LOCAL-300000,6.0,0,54.0,54.0,1018.0,0.81,3597.0,2.88,48.9,255821.0,125104.0,Madeira
2019-10-06 19:20:01,Portalegre,LOCAL-120000,2.0,0,69.0,69.0,1130.0,1.92,896.0,1.52,58.31,101189.0,59004.0,Alentejo
2019-10-06 19:20:01,Porto,LOCAL-130000,39.0,0,243.0,243.0,18902.0,1.97,14073.0,1.47,60.3,1591787.0,959919.0,Norte
2019-10-06 19:20:01,Santarém,LOCAL-140000,9.0,0,141.0,141.0,5142.0,2.26,3967.0,1.74,57.87,393314.0,227620.0,Centro
2019-10-06 19:20:01,Setúbal,LOCAL-150000,18.0,0,55.0,55.0,7261.0,1.71,6183.0,1.46,58.33,726049.0,423500.0,Lisboa
2019-10-06 19:20:01,Viana do Castelo,LOCAL-160000,6.0,0,208.0,208.0,3228.0,2.51,2141.0,1.67,50.74,253219.0,128488.0,Norte
2019-10-06 19:20:01,Vila Real,LOCAL-170000,5.0,0,197.0,197.0,1919.0,1.74,1960.0,1.78,48.26,228497.0,110273.0,Norte
2019-10-06 19:20:01,Viseu,LOCAL-180000,9.0,0,277.0,277.0,4235.0,2.22,3632.0,1.9,51.28,371931.0,190712.0,Centro
2019-10-06 19:25:01,Açores,LOCAL-400000,5.0,0,156.0,156.0,3047.0,3.25,1583.0,1.69,41.22,227546.0,93803.0,Açores
2019-10-06 19:25:01,Aveiro,LOCAL-010000,16.0,0,147.0,147.0,9163.0,2.49,6130.0,1.67,56.31,653597.0,368071.0,Norte
2019-10-06 19:25:01,Beja,LOCAL-020000,3.0,0,75.0,75.0,1230.0,1.65,1132.0,1.52,57.77,128926.0,74485.0,Alentejo
2019-10-06 19:25:01,Braga,LOCAL-030000,19.0,0,347.0,347.0,10708.0,2.26,6112.0,1.29,60.21,787768.0,474341.0,Norte
2019-10-06 19:25:01,Bragança,LOCAL-040000,3.0,0,226.0,226.0,1189.0,1.71,1408.0,2.02,47.23,147465.0,69644.0,Norte
2019-10-06 19:25:01,Castelo Branco,LOCAL-050000,4.0,0,120.0,120.0,2091.0,2.01,2167.0,2.08,57.46,181378.0,104223.0,Centro
2019-10-06 19:25:01,Coimbra,LOCAL-060000,9.0,0,155.0,155.0,5929.0,2.69,3536.0,1.61,56.33,390947.0,220211.0,Centro
2019-10-06 19:25:01,Évora,LOCAL-070000,3.0,0,69.0,69.0,1421.0,1.68,1079.0,1.28,59.9,141258.0,84617.0,Alentejo
2019-10-06 19:25:01,Faro,LOCAL-080000,9.0,0,67.0,67.0,4286.0,2.25,3079.0,1.62,51.38,370764.0,190484.0,Algarve
2019-10-06 19:25:01,Guarda,LOCAL-090000,4.0,0,242.0,242.0,1689.0,1.98,1987.0,2.32,52.29,163462.0,85469.0,Centro
2019-10-06 19:25:01,Leiria,LOCAL-100000,10.0,0,110.0,110.0,6902.0,2.89,4699.0,1.97,56.26,423801.0,238433.0,Centro
2019-10-06 19:25:01,Lisboa,LOCAL-110000,47.0,0,134.0,134.0,22176.0,1.92,17112.0,1.49,60.6,1900982.0,1152050.0,Lisboa
2019-10-06 19:25:01,Madeira,LOCAL-300000,6.0,0,54.0,54.0,1018.0,0.81,3597.0,2.88,48.9,255821.0,125104.0,Madeira
2019-10-06 19:25:01,Portalegre,LOCAL-120000,2.0,0,69.0,69.0,1130.0,1.92,896.0,1.52,58.31,101189.0,59004.0,Alentejo
2019-10-06 19:25:01,Porto,LOCAL-130000,39.0,0,243.0,243.0,18902.0,1.97,14073.0,1.47,60.3,1591787.0,959919.0,Norte
2019-10-06 19:25:01,Santarém,LOCAL-140000,9.0,0,141.0,141.0,5142.0,2.26,3967.0,1.74,57.87,393314.0,227620.0,Centro
2019-10-06 19:25:01,Setúbal,LOCAL-150000,18.0,0,55.0,55.0,7261.0,1.71,6183.0,1.46,58.33,726049.0,423500.0,Lisboa
2019-10-06 19:25:01,Viana do Castelo,LOCAL-160000,6.0,0,208.0,208.0,3228.0,2.51,2141.0,1.67,50.74,253219.0,128488.0,Norte
2019-10-06 19:25:01,Vila Real,LOCAL-170000,5.0,0,197.0,197.0,1919.0,1.74,1960.0,1.78,48.26,228497.0,110273.0,Norte
2019-10-06 19:25:01,Viseu,LOCAL-180000,9.0,0,277.0,277.0,4235.0,2.22,3632.0,1.9,51.28,371931.0,190712.0,Centro
2019-10-06 19:30:02,Açores,LOCAL-400000,5.0,0,156.0,156.0,3047.0,3.25,1583.0,1.69,41.22,227546.0,93803.0,Açores
2019-10-06 19:30:02,Aveiro,LOCAL-010000,16.0,0,147.0,147.0,9163.0,2.49,6130.0,1.67,56.31,653597.0,368071.0,Norte
2019-10-06 19:30:02,Beja,LOCAL-020000,3.0,0,75.0,75.0,1230.0,1.65,1132.0,1.52,57.77,128926.0,74485.0,Alentejo
2019-10-06 19:30:02,Braga,LOCAL-030000,19.0,0,347.0,347.0,10708.0,2.26,6112.0,1.29,60.21,787768.0,474341.0,Norte
2019-10-06 19:30:02,Bragança,LOCAL-040000,3.0,0,226.0,226.0,1189.0,1.71,1408.0,2.02,47.23,147465.0,69644.0,Norte
2019-10-06 19:30:02,Castelo Branco,LOCAL-050000,4.0,0,120.0,120.0,2091.0,2.01,2167.0,2.08,57.46,181378.0,104223.0,Centro
2019-10-06 19:30:02,Coimbra,LOCAL-060000,9.0,0,155.0,155.0,5929.0,2.69,3536.0,1.61,56.33,390947.0,220211.0,Centro
2019-10-06 19:30:02,Évora,LOCAL-070000,3.0,0,69.0,69.0,1421.0,1.68,1079.0,1.28,59.9,141258.0,84617.0,Alentejo
2019-10-06 19:30:02,Faro,LOCAL-080000,9.0,0,67.0,67.0,4286.0,2.25,3079.0,1.62,51.38,370764.0,190484.0,Algarve
2019-10-06 19:30:02,Guarda,LOCAL-090000,4.0,0,242.0,242.0,1689.0,1.98,1987.0,2.32,52.29,163462.0,85469.0,Centro
2019-10-06 19:30:02,Leiria,LOCAL-100000,10.0,0,110.0,110.0,6902.0,2.89,4699.0,1.97,56.26,423801.0,238433.0,Centro
2019-10-06 19:30:02,Lisboa,LOCAL-110000,47.0,0,134.0,134.0,22176.0,1.92,17112.0,1.49,60.6,1900982.0,1152050.0,Lisboa
2019-10-06 19:30:02,Madeira,LOCAL-300000,6.0,0,54.0,54.0,1018.0,0.81,3597.0,2.88,48.9,255821.0,125104.0,Madeira
2019-10-06 19:30:02,Portalegre,LOCAL-120000,2.0,0,69.0,69.0,1130.0,1.92,896.0,1.52,58.31,101189.0,59004.0,Alentejo
2019-10-06 19:30:02,Porto,LOCAL-130000,39.0,0,243.0,243.0,18902.0,1.97,14073.0,1.47,60.3,1591787.0,959919.0,Norte
2019-10-06 19:30:02,Santarém,LOCAL-140000,9.0,0,141.0,141.0,5142.0,2.26,3967.0,1.74,57.87,393314.0,227620.0,Centro
2019-10-06 19:30:02,Setúbal,LOCAL-150000,18.0,0,55.0,55.0,7261.0,1.71,6183.0,1.46,58.33,726049.0,423500.0,Lisboa
2019-10-06 19:30:02,Viana do Castelo,LOCAL-160000,6.0,0,208.0,208.0,3228.0,2.51,2141.0,1.67,50.74,253219.0,128488.0,Norte
2019-10-06 19:30:02,Vila Real,LOCAL-170000,5.0,0,197.0,197.0,1919.0,1.74,1960.0,1.78,48.26,228497.0,110273.0,Norte
2019-10-06 19:30:02,Viseu,LOCAL-180000,9.0,0,277.0,277.0,4235.0,2.22,3632.0,1.9,51.28,371931.0,190712.0,Centro
2019-10-06 19:35:01,Açores,LOCAL-400000,5.0,0,156.0,156.0,3047.0,3.25,1583.0,1.69,41.22,227546.0,93803.0,Açores
2019-10-06 19:35:01,Aveiro,LOCAL-010000,16.0,0,147.0,147.0,9163.0,2.49,6130.0,1.67,56.31,653597.0,368071.0,Norte
2019-10-06 19:35:01,Beja,LOCAL-020000,3.0,0,75.0,75.0,1230.0,1.65,1132.0,1.52,57.77,128926.0,74485.0,Alentejo
2019-10-06 19:35:01,Braga,LOCAL-030000,19.0,0,347.0,347.0,10708.0,2.26,6112.0,1.29,60.21,787768.0,474341.0,Norte
2019-10-06 19:35:01,Bragança,LOCAL-040000,3.0,0,226.0,226.0,1189.0,1.71,1408.0,2.02,47.23,147465.0,69644.0,Norte
2019-10-06 19:35:01,Castelo Branco,LOCAL-050000,4.0,0,120.0,120.0,2091.0,2.01,2167.0,2.08,57.46,181378.0,104223.0,Centro
2019-10-06 19:35:01,Coimbra,LOCAL-060000,9.0,0,155.0,155.0,5929.0,2.69,3536.0,1.61,56.33,390947.0,220211.0,Centro
2019-10-06 19:35:01,Évora,LOCAL-070000,3.0,0,69.0,69.0,1421.0,1.68,1079.0,1.28,59.9,141258.0,84617.0,Alentejo
2019-10-06 19:35:01,Faro,LOCAL-080000,9.0,0,67.0,67.0,4286.0,2.25,3079.0,1.62,51.38,370764.0,190484.0,Algarve
2019-10-06 19:35:01,Guarda,LOCAL-090000,4.0,0,242.0,242.0,1689.0,1.98,1987.0,2.32,52.29,163462.0,85469.0,Centro
2019-10-06 19:35:01,Leiria,LOCAL-100000,10.0,0,110.0,110.0,6902.0,2.89,4699.0,1.97,56.26,423801.0,238433.0,Centro
2019-10-06 19:35:01,Lisboa,LOCAL-110000,47.0,0,134.0,134.0,22176.0,1.92,17112.0,1.49,60.6,1900982.0,1152050.0,Lisboa
2019-10-06 19:35:01,Madeira,LOCAL-300000,6.0,0,54.0,54.0,1018.0,0.81,3597.0,2.88,48.9,255821.0,125104.0,Madeira
2019-10-06 19:35:01,Portalegre,LOCAL-120000,2.0,0,69.0,69.0,1130.0,1.92,896.0,1.52,58.31,101189.0,59004.0,Alentejo
2019-10-06 19:35:01,Porto,LOCAL-130000,39.0,0,243.0,243.0,18902.0,1.97,14073.0,1.47,60.3,1591787.0,959919.0,Norte
2019-10-06 19:35:01,Santarém,LOCAL-140000,9.0,0,141.0,141.0,5142.0,2.26,3967.0,1.74,57.87,393314.0,227620.0,Centro
